id,pair_id,pair_suffix,label,original_split,assigned_split,text
5.1095.N,5.1095,N,0,train,train,Vários bichos fizeram seus sons na caverna e ouviram a repetição . Porque só na vez do gato que não? Porque não deu eco.
5.2221.N,5.2221,N,0,train,train,Qual personagem infantil tem a rosquinha mais gostosa? O Mickey
4.394.N,4.394,N,0,train,train,Porque é que os elefantes não praticam boxe? Porque têm medo de se magoar.
5.2736.H,5.2736,H,1,train,train,Qual empresário está sempre comendo? Luciano Rango
4.443.N,4.443,N,0,train,train,O que come um animal vegetariano? A planta.
5.3704.N,5.3704,N,0,train,validation,Onde o Sílvio conseguiu comprar novelas tão ruins? Na porta da Globo!
5.3899.N,5.3899,N,0,train,train,Qual o programa preferido dos filhinhos do Drácula? Brincar.
5.1953.H,5.1953,H,1,train,train,Veículo mais depreciado do mercado? Peugeot rativo 
5.3866.H,5.3866,H,1,train,train,Qual religioso quer matar todo mundo? Psicopapa.
5.594.H,5.594,H,1,train,test,O que um irmão siamês falou pro outro? Tamo Junto!
5.2657.H,5.2657,H,1,train,train,O que pediram pro velho no dentista? A Carteira de Dente idade.
5.359.N,5.359,N,0,train,train,Qual o plano de saúde dos espíritas? Unimed.
5.1430.H,5.1430,H,1,train,train,Qual é o nome do X-Men que quer crescer? Me estica.
4.350.N,4.350,N,0,train,train,Que nome se dá a uma sobremesa de bananas? Banana-split
4.406.N,4.406,N,0,train,validation,Um cigano poupou dinheiro para comprar um presente à mulher . A isto chama-se economia por objetivo.
4.678.N,4.678,N,0,train,test,Acabei de abrir a conta da água e a conta da luz ao mesmo tempo . Fiquei em pânico .
5.1896.N,5.1896,N,0,train,train,Qual a figura mitológica mais velha? Adão.
5.2245.H,5.2245,H,1,train,train,Qual é a parte da casa que machuca o queixo de muitos? A Sacada 
4.134.N,4.134,N,0,train,train,O que é um quartzo? É um tipo de um mineral.
5.143.H,5.143,H,1,train,train,Qual é o elemento químico mais nervoso que existe? Putássio.
5.2738.H,5.2738,H,1,train,train,Po que a gente se sente mais equilibrado ao entrar em um rodízio? Porque ali é um centro de massa
5.693.N,5.693,N,0,train,train,Qual é a bebida que conecta com seu cérebro? Red Bull.
5.1095.H,5.1095,H,1,train,train,Vários bichos fizeram seus sons na caverna e ouviram a repetição.  Porque só na vez do gato que não? Porque economia.
5.828.N,5.828,N,0,train,train,Qual o nome e sobrenome da mulher que apareceu sem roupa e surpreendeu o japonês? A Maria Silva.
4.645.N,4.645,N,0,train,train,"Se um dia te oferecerem uns óculos sem lentes, tem cuidado! Pode ser engano."
5.3712.H,5.3712,H,1,train,test,Qual padre fazia merchan de sapato? Fábio de Samelo
5.2372.N,5.2372,N,0,train,train,Por que no telefone do mágico não precisava de usar dedos para ligar? Porque ele tinha discagem automática.
5.1551.H,5.1551,H,1,train,test," Qual a Miss que ganhou o Miss Universo, mas ninguém viu a cara dela? A Miss teriosa."
5.1945.H,5.1945,H,1,train,train,Qual é a cerveja preferida dos fazendeiros? A BodeWeiser 
4.12.H,4.12,H,1,train,validation,"Havia um DJ tão bom, mas tão bom, que nem sequer gravava sets. Gravava oitos."
5.4037.H,5.4037,H,1,train,train,Por que o otimista não sorri mais? Porque ele cry na real.
5.728.N,5.728,N,0,train,test,"Qual é o nome da doença que acomete vítimas de sequestro que não têm espelho no cativeiro? Síndrome de "" Estocolmo? """
5.57.N,5.57,N,0,train,train,Por que o quatro estava com uma caixa de fósforos? Porque ele queria ver o mundo pegar fogo.
5.1049.H,5.1049,H,1,train,test,Qual bebiba te dá superpoder? Chá zam.
5.3578.N,5.3578,N,0,train,train,O que o advogado deixou para os filhos? Seu carro.
5.2470.H,5.2470,H,1,train,test,Qual é o doce mais cansado? O suspiro.
5.1792.N,5.1792,N,0,train,train,Qual é o utensílio de cozinha que mais trabalha? O processador.
4.223.H,4.223,H,1,train,validation,Qual é a sobremesa preferida dos canibais? Pudim fulano.
5.62.N,5.62,N,0,train,validation,Qual é a atriz que só usa roupa da Zara? Taís Araújo.
4.272.H,4.272,H,1,train,train,Como é que o pastor conta as suas vacas? Com uma cow-culadora.
5.591.N,5.591,N,0,train,train,Qual cerveja é do Rio de Janeiro? Schincarioca.
5.2985.N,5.2985,N,0,train,test,Qual animal é coach? O homem.
5.658.H,5.658,H,1,train,test,Qual é a cidade que oferece maconha? Quebec.
5.1540.N,5.1540,N,0,train,train,Qual vinho que não tem álcool? O vinho branco.
5.4106.N,5.4106,N,0,train,train,Em qual cidade habitam os extraterrestres? Tel aviv.
5.2501.N,5.2501,N,0,train,test,Sabe por que a Gisele Bündchen só anda com roupa amassada? Porque ela cansou de passar roupa.
5.1542.N,5.1542,N,0,train,train,Por que não é bom guardar o kibe no freezer? Porque lá dentro ele esfria.
4.614.H,4.614,H,1,train,train,"Eu morava na Madeira e mudei-me para Ibiza. Isto não foi um trocadilho, mas sim uma trocadilha."
5.2384.H,5.2384,H,1,train,train,O que os pais do físico disseram para o filho depois de ele ter criado um princípio de refração? Fermat que a obrigação
5.3299.N,5.3299,N,0,train,train,Por que os cachorros do Galvão Bueno nunca ficam com fome? Porque ele é bom de ir comer.
5.1731.H,5.1731,H,1,train,train,Qual o tipo de investimento financeiro preferido da mulher que casou virgem? Day tarde
5.3569.N,5.3569,N,0,train,train,Em que momento do dia seus segredos são revelados? No amanhecer do sol.
5.2440.H,5.2440,H,1,train,test,Qual é a cobra que desperta o tigre em você? A sucurilhos.
5.2064.N,5.2064,N,0,train,train,Em qual história os protagonistas nunca são atacados à noite? Os Três Mosqueteiros
5.1184.H,5.1184,H,1,train,train,Qual ex-presidente dos Estados Unidos ama fazer obras? Barack Obra Ama.
5.2634.N,5.2634,N,0,train,train,Qual a série que expulsa o campo? Seinfeld.
5.2191.N,5.2191,N,0,train,train,Qual é a apresentadora dos pedreiros? Obra Winfrey
5.3552.H,5.3552,H,1,train,train,Qual cachorro que não gosta de boneca ? Doll Mata.
4.647.N,4.647,N,0,train,train,Por que é que o Peter Pan ficou KO? Porque levou um soco.
5.3993.N,5.3993,N,0,train,test,Por que o cara sentia prazer em bater em si mesmo com um sapato? Porque era um masoquista.
5.2903.N,5.2903,N,0,train,train,Que vegetal decretou o fim de uma banda de axé? Alface
5.3218.N,5.3218,N,0,train,validation,Qual piloto nos enchia de orgulho? Emerson.
5.1705.N,5.1705,N,0,train,train,Qual é a cidade que quer ser um instrumento musical? Cuparaque.
5.431.N,5.431,N,0,train,train,Qual o jedi que quer quase dez? O Mestre Yoda
5.2172.H,5.2172,H,1,train,train,Qual a promoção de quadros que uma pintora famosa faz na última sexta-feira de novembro? Black Frida 
5.2753.H,5.2753,H,1,train,test,Como se chama a deficiente visual grávida? Cegonha
5.2974.N,5.2974,N,0,train,train,Qual banda que sempre usa tenis? Oasics.
5.1829.H,5.1829,H,1,train,train,Qual é a cidade americana com muitas embarcações? Nas Vegas
4.238.H,4.238,H,1,train,train,Qual é a série preferida do Pai Natal? Guerra dos Trenós.
5.3665.H,5.3665,H,1,train,train,"O cara reclamou do vaso trincado e a namorada ficou com a boca cheia d'água. Por que? Porque o cara exclamou: Pô, rachou!"
5.3655.N,5.3655,N,0,train,train,Qual filme de mitologia grega que aparece um personagem da Marvel? Fúria do Titã
5.2237.N,5.2237,N,0,train,validation,"Qual o cantor que, ao descobrir que é corno, resolve partir pra briga com o amante? José Ricardo"
5.1671.H,5.1671,H,1,train,test,Qual é a pizza que se deve experimentar sozinho? Provo alone.
5.2145.N,5.2145,N,0,train,train,Qual personagem de desenho animado nunca tem reação? Lápis Lazúli
5.2077.N,5.2077,N,0,train,train,Qual cantor estava sempre brindando à vida? Cazuza
5.2046.H,5.2046,H,1,train,test,Por que o vegano não compra nas Casas Bahia? Porque não gasta dinheiro em carnês 
4.320.N,4.320,N,0,train,train,Porque é que a equipa de futebol não tem pena do jogador que foi expulso? Porque é o que fez mais faltas.
5.2312.N,5.2312,N,0,train,validation,Qual é o nome da banda favorita das pessoas cansadas? Capital Inicial
5.157.N,5.157,N,0,train,train,Qual é o soldado que bate em mulher? Soldado Primeiro.
4.381.N,4.381,N,0,train,validation,O que acontece quando metes um tomate no micro-ondas? Estraga o molho.
3.8.H,3.8,H,1,train,train,Quando você estiver triste é só abraçar um sapato. Um sapato consola.
5.3983.N,5.3983,N,0,train,train,Qual atriz iniciou uma dieta de comidas do mar? Camarão Diaz.
5.797.H,5.797,H,1,train,train,Por que o fonoaudiólogo banca uma banda? Porque ele vive de audições.
4.35.N,4.35,N,0,train,train,Quem é a mulher mais santa do mundo? A Irmã Lúcia . Foi a única mulher que fez vir o Papa.
5.2879.H,5.2879,H,1,train,train,Cantor favorito dos felinos? Ivan Lince 
5.1927.N,5.1927,N,0,train,train,A médica não quer casar . Qual o nome do filme? Mulher solteira até morrer.
4.16.H,4.16,H,1,train,train,Como é que o Batman engata mulheres? No bate-papo.
4.479.N,4.479,N,0,train,test,Qual é o osso que segura a cabeça? É o hioide.
5.1966.H,5.1966,H,1,train,train,Que doce está quase morrendo? Bala de coma 
4.545.H,4.545,H,1,train,train,"Qual é o lema dos perus? ""Um por todos e todos peru""."
5.4098.H,5.4098,H,1,train,train,Qual molho é sempre servido em proporções exageradas? De Too Much.
5.1486.N,5.1486,N,0,train,train,Qual gata que entrou e logo depois saiu do chat? Bola de Neve.
5.3676.N,5.3676,N,0,train,test,"Por que o marido prometeu levar a eposa pra Foz do Iguaçu, mas não levou? Porque era longe."
4.564.H,4.564,H,1,train,train,"Como é que se diz ""peido"" em árabe? Al-bufeira."
4.632.H,4.632,H,1,train,train,Nem todos os esqueletos ouvem. Só os que têm rádio.
5.2618.N,5.2618,N,0,train,train,Qual ator é uma frutinha? Charlie Sheen.
5.2868.H,5.2868,H,1,train,train,Por que o Mickey não conseguiu entrar na Disneylândia? Porque ele não tinha um pluto no bolso
5.400.H,5.400,H,1,train,train,Por que os olhos sempre usavam oculos escuros? Pra não terçol na vista.
5.3324.H,5.3324,H,1,train,train,Qual tecladista toca música relaxante? Reiki Wakeman.
5.149.H,5.149,H,1,train,train,Qual doença acomete geralmente aos arquitetos? Ataque Decoração.
5.3571.N,5.3571,N,0,train,test,Qual personagem não fala muito? Alladin.
5.1367.N,5.1367,N,0,train,validation,Qual é o contrário de paixão? Imparcialidade.
5.2029.H,5.2029,H,1,train,train,Como se chama o desenho de alguém que não tem cabelo? Carecatura 
2.4.N,2.4,N,0,train,validation,Sabe o que aconteceu com o lápis quando soube que o papel acabou? Ficou subaproveitado.
5.560.N,5.560,N,0,train,train,Quais são os piratas que abraçam todo mundo o tempo todo? Os Piratas do Mediterrâneo.
4.42.H,4.42,H,1,train,train,O que é que fazes com 365 preservativos usados? Fazes um pneu e chamas-lhe Goodyear.
4.633.H,4.633,H,1,train,train,Vira-se uma impressora para outra: Esta folha é tua ou é impressão minha?
5.1053.N,5.1053,N,0,train,train,Qual filósofo conseguiu virar todas as quatro cadeiras do The Voice? Sartre.
4.407.H,4.407,H,1,train,train,Que nome se dá a um árabe fofinho? Al-catifa.
5.52.N,5.52,N,0,train,train,Por que a minha mulher sempre ri nos comerciais de remédio? Porque o Ministério da Saúde adverte.
4.400.H,4.400,H,1,train,train,Que nome se dá a um professor com os dentes grandes? Ca-stor.
5.1317.N,5.1317,N,0,train,train,Qual cantora sempre se desculpa? Simone.
4.681.H,4.681,H,1,train,train,"Decidi adotar um Chihuahua. Para quem não sabe, é um animal doméxico."
5.2832.N,5.2832,N,0,train,test,Qual filme foi lançado e ninguém foi avisado? Psicose
5.841.H,5.841,H,1,train,train,Qual escritor sempre usava roupas de frio? Edgar Alã Põe.
5.1847.N,5.1847,N,0,train,train,Qual é o jogador brasileiro que não chega a caprichar na pontaria? Fred.
5.3869.N,5.3869,N,0,train,train,Qual cantora internacional sempre fica em dúvida em questões múltipla escolha? Anastasia.
5.3353.N,5.3353,N,0,train,train,Qual a música mais ouvida nas cordilheiras? O canto dos pássaros.
4.367.N,4.367,N,0,train,train,Porque é que a Branca de Neve desmaiou ao comer a maçã? Apanhou uma indigestão.
4.1.N,4.1,N,0,train,train,Por que é que o Carlos ficou sem abrigo? Porque ainda usa o escudo.
5.227.N,5.227,N,0,train,train,Qual é o mestre especializado em golpes com giro? Mestre Kame.
5.988.H,5.988,H,1,train,validation,Qual é o mosquito que pica palhaços?  É o Picadeiro.
5.639.N,5.639,N,0,train,test,Qual é o caranguejo que só sai à noite? O real.
5.2326.H,5.2326,H,1,train,train,Qual é o tipo de vídeo em que as pessoas sussurram pedindo o dízimo? ASMR.R. Soares.
4.301.H,4.301,H,1,train,train,Adoro álcool destilado. É que quando está do outro lado eu não consigo beber.
5.251.N,5.251,N,0,train,train,O que acontece com o galo que come milho? Caga.
4.587.N,4.587,N,0,train,test,Porque é que não se pode contratar com um cleptomaníaco? Porque ele leva tudo literalmente.
5.57.H,5.57,H,1,train,train,Por que o quatro estava com uma caixa de fósforos? Porque ele queria ver o cinco pegar fogo.
5.2506.N,5.2506,N,0,train,train,Qual é o biscoito mais temido da mitologia? Maria e Maisena.
5.3678.H,5.3678,H,1,train,validation,Qual rodovia não é mais criança? A Via Adulta
4.510.H,4.510,H,1,train,train,"No outro dia estava a lavar o carro com o meu filho, vira-se ele: Pai, porque é que não usas uma esponja?"
4.607.N,4.607,N,0,train,test,Por que é que o treinador foi despedido? Porque não estava capacitado para o trabalho.
5.1872.H,5.1872,H,1,train,train,Que ator gringo deixa a cidade limpa? Denzel wash town 
5.3530.H,5.3530,H,1,train,test,Como se chama a tatuagem feita num velho? Art no vô.
5.3566.N,5.3566,N,0,train,train,Qual jornalista vivia reenviando mensagens? Marcelo Luiz Rezende.
4.750.H,4.750,H,1,train,train,O que disse o Yoda quando se viu a si próprio em 4K? HDMI!
5.3186.H,5.3186,H,1,train,test,Como se segura uma bomba incendiária? Segura napalm da mão.
5.1324.N,5.1324,N,0,train,test,Qual o meio de transporte que aceita qualquer estilo esportivo? Bicieclética.
5.2856.N,5.2856,N,0,train,train,Qual biscoito preferido dos gaúchos? Zezé
4.373.N,4.373,N,0,train,train,Qual é a cantora preferida dos cirurgiões? É a Anastácia.
5.2830.N,5.2830,N,0,train,train,Qual filme deixaram bens como garantia? Percy Jackson
5.1931.N,5.1931,N,0,train,train,Qual o lutador de UFC mais perdedor? Over dum.
4.390.H,4.390,H,1,train,test,"Estão dois bifes na frigideira, vira-se um: e estava mal passado."
4.527.H,4.527,H,1,train,train,O que é que tem dois cus e mata? Um ass ass ino.
5.2357.H,5.2357,H,1,train,test,Qual campeão da UEFA fica feliz mesmo quando perde? Bem Fica.
5.1908.N,5.1908,N,0,train,train,Qual ator é uma bebida? Char Lichia.
5.989.N,5.989,N,0,train,train,Qual figura histórica terminou mal seu último relacionamento? John Kennedy.
5.556.H,5.556,H,1,train,train,Como o Superman escolhe o queijo? Usando a visão de raio cheese.
5.2083.N,5.2083,N,0,train,train,Qual figura do carnaval que dá em cima das mulheres? Boneco de Olinda!
5.747.N,5.747,N,0,train,train,"Por que bactérias, fungos e protozoários gostam de criar cadáveres? Porque são seres decompositores."
5.4014.H,5.4014,H,1,train,train,Por que no interiorzão não dá pra ouvir música? Porque lá o spotifaia.
5.659.N,5.659,N,0,train,test,Qual planta trabalha muito? Samambaia.
4.323.H,4.323,H,1,train,train,O que diz a mãe bombista quando vai pôr o filho à escola? Lá vai o meu rebento...
5.1270.N,5.1270,N,0,train,train,Por que os jogadores da Suíça tem covinhas? Porque eles tem covinhas.
4.49.H,4.49,H,1,train,test,Como se chama o irmão do Clemente? É o Clediziaverdade.
5.2764.H,5.2764,H,1,train,train,Qual cantora q não come carne? A VegetaRhianna.
5.3619.N,5.3619,N,0,train,validation,Qual é o ator que mais gosta de biscoito? Rodrigo Santoro.
5.3488.H,5.3488,H,1,train,train,Que órgão ajudou encontrar o governador de São Paulo? A Procurar Doria.
5.1149.H,5.1149,H,1,train,train,Qual personagem de dragon ball nasceu na Alemanha e não come carne? Vegeta Ariano.
5.1756.N,5.1756,N,0,train,validation,Qual tipo de roupa o Goku gostaria de dar de presente para sua esposa? Vestido.
5.3539.N,5.3539,N,0,train,train,Qual o peixe que odeia ser temperado? Atum.
5.2014.N,5.2014,N,0,train,test,Em que parte do casa todos se encontram? Na área de lazer
5.1816.N,5.1816,N,0,train,train,Qual o primata que vive boiando sozinho no meio do oceano? Gorila.
5.2152.N,5.2152,N,0,train,train,Qual é o médico da Elsa da Frozen? O otorrinolaringooo logista …
5.1196.N,5.1196,N,0,train,train,Qual é a atriz que vale por duas? Beatriz Segall.
5.4086.N,5.4086,N,0,train,train,Por que a manicure ganhou uma medalha de ouro no tiro esportivo? Porque treinou muito.
5.2017.N,5.2017,N,0,train,train,Que lei incentiva a espera em estabelecimentos? 8192/1998
5.1903.H,5.1903,H,1,train,test,Qual é a comida favorita das baleias? TapiOrca 
5.1926.H,5.1926,H,1,train,train,Em que momento a gente pode desligar o computador na Disney? Só depois que encontrol o wAlt e Deus. 
5.2479.N,5.2479,N,0,train,train,Qual é o personagem mais fedido da Disney? O Ió.
5.4059.N,5.4059,N,0,train,train,Qual cantor de Rap nunca chega antes? Mano Brown.
4.404.N,4.404,N,0,train,test,O que são duas cenouras a discutir? Poluição sonora.
5.823.H,5.823,H,1,train,train,Qual a banda que não deve nada pra ninguém? Jaquitou 5.
5.3527.N,5.3527,N,0,train,train,"Por que quando fugi aos 18 anos, minha mãe foi ao quartel me procurar? Pra ver se eu me alistei."
